Origin,Dest,Price/Ticket,Miles
MEM,ORD,186.69,491
MEM,LGA,130.52,963
MEM,CLT,257.97,511
MEM,TPA,161.32,655
MEM,DFW,206.06,431
MEM,LAS,114.73,1416
MEM,MCI,286.17,393
MEM,MCO,161.78,684
MEM,FLL,108.42,851
MEM,MSY,251.86,348
MEM,PHX,258.76,1264
MEM,MSP,271.42,700
MEM,SAT,180.63,625
MEM,CLE,166.43,622
MEM,DEN,125.65,872
MEM,SEA,175.46,1871
MEM,RDU,233.22,633
MEM,SMF,272,1761
MEM,DTW,254.05,610
MEM,PIT,132.59,652
MEM,PVD,160,1104
MEM,ATL,246.58,332
MEM,DCA,197.63,762
MEM,ABQ,239.88,942
MEM,BWI,179,787
MEM,EWR,250.29,946
MEM,JAX,131.6,575
MEM,CMH,229.68,518
MEM,OMA,206.03,538
MEM,PDX,219.81,1854
MEM,COS,132,854
MEM,GEG,278,1662
MEM,IND,432,381
MEM,IAH,219.87,468
MEM,SJC,413.67,1784
MEM,SNA,262,1592
MEM,OGG,489.89,4104
MEM,RNO,253,1663
MEM,OAK,97.87,1798
MEM,ONT,312.92,1572
MEM,BDL,182.9,1049
MEM,ORF,219.7,782
MEM,VPS,80.99,373
MEM,BUF,209.24,813
MEM,LBB,205.22,683
MEM,ALB,274.55,1019
MEM,HOU,186.69,484
MEM,DAL,156.6,423
MEM,MDW,166.16,480
MEM,GRR,160.47,591
MEM,ELP,252.68,972
MEM,MFE,224.58,784
MEM,AMA,328.33,664
MEM,CRP,207.41,669
MEM,PIE,86.05,653
MEM,SFB,89.25,671
MEM,AZA,88.96,1245
MHT,PHL,249.53,289
MHT,LAX,320.14,2587
MHT,SAN,265.68,2566
MHT,SFO,195.7,2676
MHT,AUS,224.42,1692
MHT,ORD,310.83,843
MHT,CLT,235.58,737
MHT,TPA,208.86,1204
MHT,LAS,247.61,2356
MHT,MCI,309.66,1236
MHT,MCO,214.28,1142
MHT,FLL,194.22,1262
MHT,MSY,199.25,1371
MHT,PBI,271.45,1222
MHT,PHX,264.26,2280
MHT,RSW,245.69,1271
MHT,SJU,211.39,1717
MHT,SLC,234.2,2077
MHT,MSP,236.65,1092
MHT,SAT,334.9,1758
MHT,CLE,84,545
MHT,DEN,219.59,1729
MHT,SEA,159.88,2459
MHT,RDU,208.97,625
MHT,SMF,316.94,2607
MHT,DTW,187.03,610
MHT,ATL,180.98,952
MHT,BNA,191.56,938
MHT,STL,252.04,1031
MHT,ABQ,287.04,1955
MHT,BWI,164.97,377
MHT,EWR,185.48,209
MHT,JAX,148.39,1028
MHT,CMH,173.38,628
MHT,OMA,269.52,1257
MHT,PDX,241.55,2502
MHT,IND,151.28,803
MHT,MKE,202.71,834
MHT,SJC,281.04,2661
MHT,SNA,316.43,2569
MHT,OAK,332.26,2665
MHT,SDF,192.88,820
MHT,ORF,229.61,487
MHT,IAD,113.29,418
MHT,CVG,254.62,741
MHT,BUF,186.71,370
MHT,CHS,180.72,836
MHT,OKC,276.99,1491
MHT,HOU,269.72,1606
MHT,BHM,217.96,1051
MHT,DAL,167.62,1545
MHT,MDW,206.03,838
MHT,ROC,231.31,316
MHT,ECP,234.53,1175
MHT,BUR,301.98,2577
SJU,PHL,259.31,1576
SJU,LAX,316.17,3386
SJU,SAN,307.67,3310
SJU,SFO,322.71,3630
SJU,AUS,226.3,2146
SJU,BOS,289.77,1674
SJU,MIA,242.09,1045
SJU,ORD,292.05,2072
SJU,CLT,313.37,1475
SJU,TPA,198.01,1237
SJU,DFW,318,2165
SJU,LAS,366.77,3220
SJU,MCI,291.61,2239
SJU,MCO,189.62,1189
SJU,FLL,175.67,1046
SJU,MSY,198.49,1720
SJU,PHX,269.25,3016
SJU,MHT,221.48,1717
SJU,MSP,295.82,2404
SJU,SAT,273.94,2181
SJU,CLE,211.91,1839
SJU,DEN,206.21,2733
SJU,SEA,421.55,3729
SJU,RDU,125.09,1433
SJU,SMF,497,3594
SJU,DTW,166.46,1930
SJU,PIT,200.36,1739
SJU,PVD,220.72,1636
SJU,ATL,275.12,1547
SJU,BNA,240.02,1753
SJU,DCA,270.78,1554
SJU,STL,284.99,2024
SJU,ABQ,296.7,2734
SJU,JFK,265.64,1598
SJU,BWI,210.46,1565
SJU,EWR,270.5,1608
SJU,JAX,178.14,1288
SJU,CMH,266.13,1794
SJU,OMA,271.17,2366
SJU,PDX,269.25,3716
SJU,IND,229.62,1902
SJU,MKE,204.86,2119
SJU,FAT,421.15,3478
SJU,IAH,340.8,2007
SJU,SJC,407.15,3603
SJU,SNA,419.5,3354
SJU,RNO,221,3504
SJU,OAK,367.67,3622
SJU,RIC,287,1481
SJU,SDF,328.39,1806
SJU,PWM,264.31,1755
SJU,BDL,258.12,1666
SJU,ORF,221.89,1414
SJU,IAD,250.67,1571
SJU,CVG,167.04,1808
SJU,STT,127.89,68
SJU,STX,122.52,94
SJU,BUF,207.44,1845
SJU,BZN,710.5,3187
SJU,ALB,202.3,1736
SJU,HOU,264.38,1997
SJU,FNT,327,1983
SJU,BHM,207.08,1652
SJU,DAL,243.66,2154
SJU,MDW,243.97,2057
SJU,MSN,282.86,2180
SJU,ROC,200.98,1832
SJU,ECP,230.74,1489
SJU,ELP,251.25,2674
SJU,BUR,213.98,3385
SJU,ISP,82.94,1597
SJU,AMA,227.06,2470
SJU,MAF,286.66,2436
SJU,SFB,108.32,1198
SLC,PHL,317.4,1927
SLC,LAX,175.44,590
SLC,SAN,182.99,626
SLC,SFO,196.87,599
SLC,AUS,248.52,1086
SLC,BOS,296.72,2105
SLC,MIA,248.68,2088
SLC,ORD,275.07,1250
SLC,LGA,242.47,1983
SLC,CLT,284.79,1727
SLC,TPA,295.91,1888
SLC,DFW,256.2,989
SLC,LAS,164.54,368
SLC,MCI,240.27,920
SLC,MCO,259.63,1931
SLC,FLL,238.3,2084
SLC,MSY,284.86,1428
SLC,PHX,199.35,507
SLC,RSW,109.45,1985
SLC,MEM,179,1262
SLC,MHT,364.84,2077
SLC,MSP,315.89,991
SLC,SAT,237.73,1087
SLC,CLE,240.86,1565
SLC,DEN,148.54,391
SLC,JAC,288.55,205
SLC,SEA,225.36,689
SLC,RDU,310.57,1823
SLC,SMF,168.98,532
SLC,DTW,337.19,1481
SLC,PIT,275.58,1660
SLC,PVD,252.49,2093
SLC,ATL,309,1590
SLC,BNA,295.58,1404
SLC,DCA,364.61,1851
SLC,STL,252.36,1156
SLC,ABQ,202.2,493
SLC,BOI,199.24,290
SLC,JFK,320.46,1990
SLC,KOA,314.69,2966
SLC,BWI,290.34,1865
SLC,EWR,300.2,1969
SLC,JAX,275.61,1835
SLC,CMH,255.6,1528
SLC,OMA,233.31,840
SLC,PDX,210.96,630
SLC,DSM,313,955
SLC,GEG,216.76,546
SLC,IND,289.59,1355
SLC,MKE,244.84,1247
SLC,HNL,451.62,2994
SLC,LIH,268,3039
SLC,IAH,288.35,1195
SLC,SJC,173.11,584
SLC,SNA,233.79,588
SLC,OGG,430.8,2935
SLC,RNO,207.63,422
SLC,OAK,160.82,588
SLC,ONT,172.43,558
SLC,SAV,353.89,1804
SLC,SDF,204.09,1409
SLC,BDL,209.4,2027
SLC,TUL,228.92,926
SLC,ORF,207.5,1935
SLC,TUS,151.56,601
SLC,ILM,207.17,1912
SLC,IAD,325.57,1828
SLC,CVG,308.33,1450
SLC,GSP,161.33,1669
SLC,ICT,208.51,809
SLC,LBB,237.01,744
SLC,ANC,385.19,2125
SLC,BIL,297.42,387
SLC,BZN,279.53,347
SLC,ALB,315.96,1960
SLC,CHS,189.17,1840
SLC,OKC,203.72,866
SLC,HOU,247.53,1214
SLC,LIT,228.08,1156
SLC,BHM,157.93,1472
SLC,DAL,211.84,999
SLC,MDW,257.8,1259
SLC,GRR,202.65,1367
SLC,MSN,345.07,1174
SLC,MSO,238.1,436
SLC,ELP,198.75,693
SLC,BUR,132.3,574
SLC,LGB,141.64,588
SLC,BQN,275.75,3060
SLC,HRL,178.07,1297
SLC,AMA,129.96,679
SLC,MAF,189.79,817
SLC,HSV,116.64,1439
SLC,PSC,243.29,521
SLC,RAP,115.64,508
SLC,FCA,276.89,531
MSP,PHL,298.92,980
MSP,LAX,252.87,1535
MSP,SAN,271.62,1532
MSP,SFO,265.79,1589
MSP,AUS,250.11,1042
MSP,BOS,224.07,1124
MSP,MIA,247.51,1501
MSP,ORD,202.02,334
MSP,LGA,328.67,1020
MSP,CLT,272.43,930
MSP,TPA,233.9,1306
MSP,DFW,207.47,852
MSP,LAS,221.01,1299
MSP,MCI,229.51,393
MSP,MCO,214,1310
MSP,FLL,239.54,1487
MSP,MSY,211.67,1039
MSP,PBI,248.49,1451
MSP,PHX,212.43,1276
MSP,RSW,248.19,1416
MSP,MEM,270.27,700
MSP,MHT,219.68,1092
MSP,SJU,297.17,2404
MSP,SLC,317.05,991
MSP,SAT,236.79,1097
MSP,CLE,217.21,622
MSP,DEN,174.93,680
MSP,JAC,319.49,872
MSP,SEA,222.88,1399
MSP,RDU,231.12,980
MSP,SMF,308.77,1517
MSP,DTW,260.4,528
MSP,PIT,281.15,726
MSP,PVD,314.46,1117
MSP,ATL,242.5,907
MSP,BNA,205.26,695
MSP,DCA,295.35,931
MSP,STL,236.35,448
MSP,ABQ,260.58,981
MSP,BOI,276.81,1142
MSP,JFK,231.22,1029
MSP,KOA,503.77,3951
MSP,BWI,184.56,936
MSP,EWR,283.52,1008
MSP,JAX,233.72,1174
MSP,CMH,247.75,626
MSP,OMA,285.34,282
MSP,PDX,230.43,1426
MSP,COS,75.01,725
MSP,GEG,290.93,1175
MSP,HDN,294.17,774
MSP,IND,261.21,503
MSP,MKE,232.33,297
MSP,HNL,505.39,3972
MSP,IAH,200.3,1034
MSP,SJC,297.66,1575
MSP,SNA,333.81,1522
MSP,OGG,530.12,3918
MSP,RNO,258.39,1405
MSP,OAK,202.36,1578
MSP,ONT,223.79,1494
MSP,PSP,267.64,1454
MSP,RIC,225.02,970
MSP,SAV,172.82,1092
MSP,PNS,202.99,1047
MSP,SDF,286.78,604
MSP,BDL,329.01,1050
MSP,TUL,324.03,615
MSP,ORF,194.86,1045
MSP,TUS,253.33,1298
MSP,SBA,168.18,1582
MSP,IAD,244.06,908
MSP,CVG,210.74,596
MSP,GSP,198.9,902
MSP,SYR,254.25,860
MSP,BUF,251.53,735
MSP,ICT,113.72,545
MSP,ANC,330.09,2519
MSP,FAI,412.08,2466
MSP,BIL,289.27,748
MSP,BZN,302.15,874
MSP,ALB,245.45,980
MSP,CHS,106.45,1087
MSP,OKC,200.44,694
MSP,HOU,214.54,1057
MSP,FNT,124.49,491
MSP,GPT,138.92,1024
MSP,DAL,157.1,853
MSP,MDW,161.66,349
MSP,GRR,252.85,408
MSP,MSN,234.31,228
MSP,XNA,341.83,596
MSP,ROC,242.59,783
MSP,BIS,283.23,386
MSP,MLB,291.25,1349
MSP,MSO,268.88,1013
MSP,FAR,246.73,223
MSP,FSD,234.73,196
MSP,GRB,244.5,252
MSP,MYR,102.32,1085
MSP,ECP,199.21,1080
MSP,ELP,176.42,1147
MSP,BUR,224.32,1523
MSP,LGB,179.04,1529
MSP,ATW,273.13,236
MSP,TYS,708,792
MSP,HRL,178.24,1310
MSP,ISP,73.06,1057
MSP,TTN,75.81,989
MSP,GTF,271.29,887
MSP,RAP,220.52,489
MSP,SBN,302,411
MSP,FCA,297.6,1026
MSP,TVC,269.61,376
MSP,STS,154.76,1583
SAT,PHL,234.99,1496
SAT,LAX,205.18,1211
SAT,SAN,194.53,1129
SAT,SFO,257.64,1482
SAT,BOS,239.08,1764
SAT,MIA,228.81,1143
SAT,ORD,237.1,1041
SAT,LGA,194.73,1586
SAT,CLT,298.79,1095
SAT,TPA,225.17,972
SAT,DFW,212.38,247
SAT,LAS,183.86,1069
SAT,MCI,174.24,706
SAT,MCO,200.25,1041
SAT,FLL,183.63,1145
SAT,MSY,159.28,494
SAT,PBI,149.09,1138
SAT,PHX,206.44,843
SAT,RSW,303.1,1041
SAT,MEM,127.66,625
SAT,MHT,271.31,1758
SAT,SJU,224.64,2181
SAT,SLC,238.1,1087
SAT,MSP,218.51,1097
SAT,CLE,128.82,1240
SAT,DEN,181.49,794
SAT,SEA,250.9,1774
SAT,RDU,131.21,1224
SAT,SMF,213.17,1463
SAT,DTW,256.8,1214
SAT,PIT,220.27,1276
SAT,PVD,258.84,1728
SAT,ATL,213.59,874
SAT,BNA,243.36,822
SAT,DCA,239.3,1380
SAT,STL,224.08,786
SAT,ABQ,196.24,609
SAT,BOI,211.88,1377
SAT,JFK,283.98,1587
SAT,BWI,260.84,1407
SAT,EWR,267.74,1569
SAT,JAX,173.25,1007
SAT,CMH,186.05,1139
SAT,OMA,177.72,824
SAT,PDX,184.86,1714
SAT,COS,76.47,732
SAT,GEG,272.81,1610
SAT,IND,227.02,985
SAT,MKE,154.98,1095
SAT,IAH,212.35,191
SAT,SJC,142.52,1454
SAT,SNA,126.83,1177
SAT,RNO,228.61,1391
SAT,OAK,209.13,1476
SAT,ONT,109.28,1166
SAT,RIC,230.87,1335
SAT,PNS,181.55,679
SAT,SDF,134.41,942
SAT,PWM,216.91,1830
SAT,BDL,256.54,1673
SAT,TUL,200.16,483
SAT,ORF,257.09,1382
SAT,TUS,170.8,762
SAT,IAD,274.65,1362
SAT,CVG,84.61,1024
SAT,GSP,177.1,1020
SAT,BUF,196.65,1432
SAT,LBB,193.65,346
SAT,ALB,252.83,1643
SAT,CHS,237.58,1114
SAT,OKC,210.53,407
SAT,HOU,166.51,192
SAT,LIT,210.29,512
SAT,GPT,149.5,567
SAT,BHM,266.55,744
SAT,DAL,172.03,248
SAT,MDW,226.42,1036
SAT,GRR,170.79,1168
SAT,ROC,344.23,1484
SAT,ECP,234.52,762
SAT,ELP,199.95,496
SAT,BUR,190.88,1211
SAT,LGB,239,1195
SAT,FAY,247.78,1205
SAT,HRL,154.81,233
SAT,ISP,232.72,1624
SAT,AMA,218.62,435
SAT,MAF,186.28,277
SAT,SFB,97.22,1042
CLE,PHL,326.65,363
CLE,LAX,237.65,2052
CLE,SAN,220.13,2026
CLE,SFO,377.52,2161
CLE,AUS,106.11,1174
CLE,BOS,166.5,563
CLE,MIA,158.25,1080
CLE,ORD,202.2,316
CLE,LGA,254.99,419
CLE,CLT,233.74,430
CLE,TPA,108.45,927
CLE,DFW,289.78,1021
CLE,LAS,155.67,1824
CLE,MCI,215.02,694
CLE,MCO,160,895
CLE,FLL,155.39,1062
CLE,MSY,100.43,917
CLE,PBI,173.71,1020
CLE,PHX,202,1737
CLE,RSW,144.97,1025
CLE,MEM,138.62,622
CLE,MHT,156.75,545
CLE,SJU,198.86,1839
CLE,SLC,257.33,1565
CLE,MSP,214.76,622
CLE,SAT,173.94,1240
CLE,DEN,198.08,1201
CLE,SEA,152.12,2021
CLE,RDU,89.56,416
CLE,SMF,290.55,2097
CLE,DTW,263.48,95
CLE,PVD,113.89,541
CLE,ATL,173.99,554
CLE,BNA,165.91,448
CLE,DCA,186.95,310
CLE,STL,174.06,487
CLE,ABQ,280.85,1411
CLE,KOA,484.39,4528
CLE,BWI,161.17,314
CLE,EWR,305.58,404
CLE,JAX,108.31,753
CLE,OMA,150.09,729
CLE,PDX,106.14,2045
CLE,GEG,303.92,1797
CLE,IND,154.18,261
CLE,MKE,114.16,328
CLE,HNL,487.54,4559
CLE,IAH,357.49,1091
CLE,SJC,310.93,2144
CLE,SNA,324.49,2032
CLE,OGG,499.5,4499
CLE,RNO,298.1,1987
CLE,OAK,249.24,2151
CLE,ONT,263.49,2007
CLE,SAV,93.28,641
CLE,PNS,217.26,811
CLE,BDL,178.47,476
CLE,TUL,258.83,837
CLE,ORF,196.69,435
CLE,VPS,81.92,797
CLE,IAD,206.22,288
CLE,GSP,129.03,450
CLE,EGE,304.5,1321
CLE,ICT,197.06,870
CLE,SRQ,105.77,967
CLE,ALB,163,424
CLE,CHS,172.23,595
CLE,OKC,223.43,948
CLE,HOU,227.74,1106
CLE,LIT,197.78,728
CLE,DAL,233.72,1015
CLE,MDW,154.36,307
CLE,GRR,87,214
CLE,MLB,97.97,920
CLE,MYR,84.33,557
CLE,ECP,201.72,793
CLE,ELP,179.48,1508
CLE,BUR,351.83,2042
CLE,CRP,260,1292
CLE,PGD,96.14,999
CLE,PIE,95.47,932
CLE,SFB,88.84,872
DEN,PHL,235.5,1558
DEN,LAX,178.64,862
DEN,SAN,192.32,853
DEN,SFO,214.2,967
DEN,AUS,170.84,775
DEN,BOS,285.82,1754
DEN,MIA,227.38,1709
DEN,ORD,219.39,888
DEN,LGA,257.28,1620
DEN,CLT,259.23,1337
DEN,TPA,228.21,1506
DEN,DFW,197,641
DEN,LAS,169.53,628
DEN,MCI,161.18,533
DEN,MCO,230.27,1546
DEN,FLL,220.11,1703
DEN,MSY,201.46,1062
DEN,PBI,172.02,1679
DEN,PHX,174.4,602
DEN,RSW,217.2,1607
DEN,MEM,125.51,872
DEN,MHT,310.99,1729
DEN,SJU,199.12,2733
DEN,SLC,143.9,391
DEN,MSP,173.48,680
DEN,SAT,187.82,794
DEN,CLE,197.01,1201
DEN,JAC,268.94,406
DEN,SEA,186.45,1024
DEN,RDU,215.36,1436
DEN,SMF,219.51,909
DEN,DTW,191.89,1123
DEN,PIT,240.62,1290
DEN,PVD,161.85,1737
DEN,ATL,226.05,1199
DEN,BNA,191.18,1014
DEN,DCA,222.72,1476
DEN,STL,173.64,770
DEN,ABQ,145.8,349
DEN,BOI,181.83,649
DEN,JFK,226.68,1626
DEN,KOA,495.39,3329
DEN,BWI,241.91,1491
DEN,EWR,329.99,1605
DEN,JAX,193.16,1447
DEN,CMH,205.72,1154
DEN,OMA,151.66,472
DEN,PDX,187.69,991
DEN,DSM,201.39,589
DEN,GEG,175.15,836
DEN,IND,185.86,977
DEN,MKE,173.15,896
DEN,FAT,87.63,844
DEN,HNL,469.68,3365
DEN,LIH,471.8,3414
DEN,IAH,246.86,862
DEN,SJC,195.42,948
DEN,SNA,202.71,846
DEN,OGG,507.71,3302
DEN,RNO,188.92,804
DEN,OAK,200.32,957
DEN,ONT,163.6,819
DEN,PSP,216.88,776
DEN,RIC,304.12,1482
DEN,SAV,113.61,1414
DEN,PNS,143.64,1179
DEN,SDF,173.23,1024
DEN,PWM,121.55,1782
DEN,BDL,300.41,1671
DEN,TUL,158.33,541
DEN,ORF,256.71,1553
DEN,TUS,196.76,639
DEN,SBA,91.27,916
DEN,ILM,221.26,1522
DEN,IAD,276.9,1452
DEN,CVG,161.28,1069
DEN,GSP,104.42,1278
DEN,SYR,130.11,1492
DEN,BUF,142.65,1359
DEN,EGE,427.24,120
DEN,ICT,247.63,420
DEN,LBB,135.17,456
DEN,ANC,460.66,2405
DEN,BIL,255.7,455
DEN,BZN,239.82,524
DEN,ALB,225.85,1610
DEN,CHS,173.07,1449
DEN,GSO,100.22,1370
DEN,OKC,145.61,495
DEN,HOU,188.12,883
DEN,LFT,102.77,978
DEN,FNT,178.48,1105
DEN,LIT,116.79,771
DEN,JAN,91.63,967
DEN,BHM,102.42,1083
DEN,DAL,180.96,651
DEN,MDW,189.89,895
DEN,MDT,92.86,1474
DEN,GRR,195.83,1015
DEN,MSN,220.36,826
DEN,DAY,493,1085
DEN,ROC,178.78,1413
DEN,BIS,81.37,516
DEN,CID,239.61,692
DEN,MSO,200.03,679
DEN,FAR,93.96,627
DEN,FSD,167.92,483
DEN,MYR,116.01,1485
DEN,ECP,238.93,1250
DEN,ELP,116.64,563
DEN,MFR,249.94,964
DEN,LNK,240,423
DEN,MRY,366,959
DEN,BTV,143.85,1639
DEN,BUR,184.12,850
DEN,BLI,75.52,1075
DEN,LGB,128.51,854
DEN,ATW,186,883
DEN,TYS,104.9,1162
DEN,HRL,178.81,1023
DEN,ASE,672,125
DEN,AVL,117.56,1248
DEN,ISP,182.38,1659
DEN,AMA,252.22,359
DEN,MAF,245.65,563
DEN,HSV,92.45,1048
DEN,BMI,80.46,834
DEN,TTN,132.14,1576
DEN,EUG,243.05,996
DEN,GTF,381,623
DEN,IDA,502.5,458
DEN,MLI,472,752
DEN,FCA,295.12,752
DEN,ERI,513.5,1286
DEN,BKG,86.06,665
DEN,SAF,192.81,303
DEN,BFL,171,845
JAC,BOS,384.99,1996
JAC,ORD,406.03,1162
JAC,DFW,358.62,1047
JAC,SLC,281.69,205
JAC,MSP,308.98,872
JAC,DEN,248.78,406
JAC,PIT,368.81,1575
JAC,ATL,398.81,1572
JAC,JFK,457.8,1894
JAC,BWI,360.98,1784
JAC,EWR,521.24,1874
JAC,IAH,442.52,1265
JAC,BDL,423.26,1922
JAC,IAD,393.74,1750
SEA,PHL,322.66,2378
SEA,LAX,207.49,954
SEA,SAN,195.71,1050
SEA,SFO,200.53,679
SEA,AUS,233.69,1770
SEA,BOS,281.44,2496
SEA,MIA,349.59,2724
SEA,ORD,242.5,1721
SEA,LGA,223.84,2413
SEA,CLT,396.5,2279
SEA,TPA,310.45,2520
SEA,DFW,246.78,1660
SEA,LAS,184.53,867
SEA,MCI,233.98,1489
SEA,MCO,314.01,2554
SEA,FLL,292.1,2717
SEA,MSY,286.36,2086
SEA,PHX,213.16,1107
SEA,MHT,242.72,2459
SEA,SJU,427.38,3729
SEA,SLC,226.86,689
SEA,MSP,222.52,1399
SEA,SAT,250.56,1774
SEA,CLE,164.15,2021
SEA,DEN,186.59,1024
SEA,RDU,270.18,2354
SEA,SMF,169.9,605
SEA,DTW,309.56,1927
SEA,PIT,312.47,2125
SEA,PVD,277.7,2496
SEA,ATL,367.53,2182
SEA,BNA,247.63,1978
SEA,DCA,367.04,2329
SEA,STL,264.84,1709
SEA,ABQ,190.15,1180
SEA,BOI,143.6,399
SEA,JFK,284.64,2422
SEA,KOA,379.1,2688
SEA,BWI,242.77,2335
SEA,EWR,317.56,2402
SEA,JAX,242.08,2443
SEA,CMH,250.05,2016
SEA,OMA,221.88,1368
SEA,PDX,153.29,129
SEA,COS,87.2,1068
SEA,DSM,264.17,1465
SEA,GEG,139.32,224
SEA,IND,259.71,1866
SEA,MKE,220.31,1694
SEA,HNL,368.11,2677
SEA,LIH,368.34,2701
SEA,IAH,263.35,1874
SEA,SJC,187.21,696
SEA,SNA,219.99,978
SEA,OGG,402.46,2640
SEA,RNO,138.34,564
SEA,OAK,177.84,672
SEA,ONT,206.12,956
SEA,PSP,237.4,987
SEA,RIC,308.12,2363
SEA,SDF,335.29,1945
SEA,PWM,254.98,2490
SEA,BDL,344.72,2432
SEA,TUL,170.38,1558
SEA,ORF,285.5,2437
SEA,TUS,231.27,1216
SEA,SBA,227.38,908
SEA,IAD,325.79,2306
SEA,CVG,282.81,1965
SEA,STT,562.5,3781
SEA,BUF,222.54,2122
SEA,ICT,129.96,1430
SEA,LBB,133.6,1430
SEA,ANC,267.85,1448
SEA,JNU,268.26,909
SEA,CDV,367.54,1293
SEA,KTN,284,680
SEA,FAI,261.42,1533
SEA,PSG,289.81,787
SEA,WRG,320.35,756
SEA,SIT,290.81,861
SEA,OME,467.75,1987
SEA,BZN,264,543
SEA,ALB,317.41,2356
SEA,CHS,282.34,2415
SEA,OKC,192.66,1519
SEA,HOU,265.31,1894
SEA,LIT,215.74,1783
SEA,BHM,383.55,2079
SEA,DAL,204.91,1670
SEA,MDW,220.22,1733
SEA,GRR,320.47,1807
SEA,MSN,290.62,1622
SEA,ELP,210.81,1368
SEA,BUR,214.63,937
SEA,YAK,293.11,1092
SEA,BLI,143.12,93
SEA,LGB,174.22,965
SEA,HRL,200,1985
SEA,AMA,210.36,1357
SEA,CRP,175.65,1906
SEA,MAF,211,1506
SEA,GST,287.72,939
RDU,PHL,232.36,337
RDU,LAX,294.82,2239
RDU,SAN,208.01,2193
RDU,SFO,316.29,2400
RDU,AUS,181.76,1162
RDU,BOS,206.73,612
RDU,MIA,191.74,700
RDU,ORD,230.82,646
RDU,LGA,158.31,431
RDU,CLT,165.77,130
RDU,TPA,172.81,587
RDU,DFW,297.81,1061
RDU,LAS,191.64,2026
RDU,MCI,162.18,904
RDU,MCO,164.98,534
RDU,FLL,162.72,680
RDU,MSY,126.01,779
RDU,PBI,101.38,638
RDU,PHX,267.69,1891
RDU,RSW,133.17,667
RDU,MEM,235.08,633
RDU,MHT,318,625
RDU,SJU,133.42,1433
RDU,SLC,312,1823
RDU,MSP,231.56,980
RDU,SAT,124.54,1224
RDU,CLE,83.36,416
RDU,DEN,214.59,1436
RDU,SEA,271.22,2354
RDU,SMF,292.81,2345
RDU,DTW,263.39,501
RDU,PIT,174.59,328
RDU,PVD,93.69,566
RDU,ATL,211.78,356
RDU,BNA,162.92,442
RDU,DCA,184,227
RDU,STL,237.3,667
RDU,ABQ,260.91,1565
RDU,BOI,314.41,2045
RDU,JFK,178.31,427
RDU,BWI,156.77,255
RDU,EWR,195.97,416
RDU,JAX,181.88,407
RDU,CMH,167.5,362
RDU,OMA,268.77,997
RDU,PDX,304.1,2363
RDU,DSM,180.9,892
RDU,GEG,391.85,2133
RDU,IND,162.83,489
RDU,MKE,87.55,689
RDU,IAH,217.86,1042
RDU,SJC,264.08,2379
RDU,SNA,195.02,2213
RDU,RNO,297.95,2241
RDU,OAK,249.21,2390
RDU,ONT,235.87,2192
RDU,PNS,164.81,612
RDU,SDF,203.2,415
RDU,PWM,128.76,700
RDU,BDL,152.38,532
RDU,TUL,235.26,957
RDU,VPS,69.87,582
RDU,TUS,217.63,1856
RDU,IAD,192.19,224
RDU,CVG,72.48,390
RDU,SYR,77.19,519
RDU,BUF,96.82,487
RDU,ICT,277.35,1040
RDU,LBB,407.15,1316
RDU,ALB,218.62,544
RDU,OKC,247.67,1058
RDU,HOU,191.85,1050
RDU,LFT,282.18,859
RDU,LIT,223.57,763
RDU,BTR,272.38,804
RDU,BHM,178.88,480
RDU,DAL,211.1,1052
RDU,MDW,187.02,632
RDU,MDT,71.25,317
RDU,MSN,298.28,753
RDU,ROC,220.94,503
RDU,FAR,401.12,1203
RDU,ECP,137.92,556
RDU,ELP,282.28,1606
RDU,BUR,221.31,2231
RDU,ISP,198.22,459
RDU,AMA,271.29,1289
RDU,TTN,77.71,373
RDU,PGD,86.51,645
RDU,PIE,80.47,595
RDU,SFB,85.66,510
RDU,TVC,393.23,708
SMF,PHL,271.62,2458
SMF,LAX,142.13,373
SMF,SAN,141.56,480
SMF,SFO,170.8,86
SMF,AUS,210.56,1481
SMF,BOS,279.22,2636
SMF,MIA,324.19,2552
SMF,ORD,272.84,1781
SMF,LGA,288.34,2514
SMF,CLT,319.05,2244
SMF,TPA,266.89,2357
SMF,DFW,321.78,1431
SMF,LAS,180.35,397
SMF,MCI,246.38,1442
SMF,MCO,246.42,2408
SMF,FLL,256,2549
SMF,MSY,252.56,1878
SMF,PBI,225.4,2531
SMF,PHX,187.24,647
SMF,RSW,285.28,2447
SMF,MEM,346.1,1761
SMF,MHT,327.39,2607
SMF,SJU,341.86,3594
SMF,SLC,170.24,532
SMF,MSP,307.16,1517
SMF,SAT,210.95,1463
SMF,CLE,293.81,2097
SMF,DEN,216.56,909
SMF,SEA,168.6,605
SMF,RDU,292.72,2345
SMF,DTW,344.75,2013
SMF,PIT,283.68,2191
SMF,PVD,474.24,2624
SMF,ATL,351.18,2092
SMF,BNA,263.68,1917
SMF,DCA,416.64,2381
SMF,STL,266.28,1679
SMF,ABQ,217.3,866
SMF,BOI,128.88,437
SMF,JFK,262.58,2521
SMF,KOA,370.07,2435
SMF,BWI,276.46,2395
SMF,EWR,284.76,2500
SMF,JAX,353.62,2324
SMF,CMH,196.72,2058
SMF,OMA,254.29,1370
SMF,PDX,161.49,479
SMF,DSM,284.01,1486
SMF,GEG,164.91,649
SMF,IND,275.66,1883
SMF,MKE,250.4,1778
SMF,HNL,393.81,2462
